0.28
0.53
0.61
0.83
0.84
0.64
0.87
0.84
0.81
0.3
0.16
0.72
0.4
0.49
0.14
0.56
0.38
0.25
0.2
0.34
0.06
0.05
0.27
0.18
0.17
0.25
0.14
0.66
0.06
0.18
0.7
0.22
0.07
0.11
0.15
0.2
0.82
0.08
0.13
0.14
0.72
0.22
0.12
0.17
0.12
0.18
0.15
0.13
0.12
0.17
0.03
0.26
0.36
